dateswti,Open Interest
11-Jul-00,29.7
12-Jul-00,30.32
13-Jul-00,31.47
14-Jul-00,31.4
17-Jul-00,30.83
18-Jul-00,31.94
19-Jul-00,31.42
20-Jul-00,30.93
21-Jul-00,28.56
24-Jul-00,28.02
25-Jul-00,27.95
26-Jul-00,27.81
27-Jul-00,28.02
28-Jul-00,28.18
31-Jul-00,27.43
1-Aug-00,27.79
2-Aug-00,28.26
3-Aug-00,28.66
4-Aug-00,29.96
7-Aug-00,28.91
8-Aug-00,29.12
9-Aug-00,30.35
10-Aug-00,31.34
11-Aug-00,31.02
14-Aug-00,31.94
15-Aug-00,31.67
16-Aug-00,31.8
17-Aug-00,31.94
18-Aug-00,31.99
21-Aug-00,32.47
22-Aug-00,31.22
23-Aug-00,32.02
24-Aug-00,31.63
25-Aug-00,32.03
28-Aug-00,32.87
29-Aug-00,32.74
30-Aug-00,33.32
31-Aug-00,33.12
1-Sep-00,33.38
5-Sep-00,33.83
6-Sep-00,34.9
7-Sep-00,35.39
8-Sep-00,33.63
11-Sep-00,35.14
12-Sep-00,34.28
13-Sep-00,33.82
14-Sep-00,34.07
15-Sep-00,35.92
18-Sep-00,36.88
19-Sep-00,36.51
20-Sep-00,37.2
21-Sep-00,34
22-Sep-00,32.68
25-Sep-00,31.57
26-Sep-00,31.5
27-Sep-00,31.46
28-Sep-00,30.34
29-Sep-00,30.84
2-Oct-00,32.18
3-Oct-00,32.07
4-Oct-00,31.43
5-Oct-00,30.53
6-Oct-00,30.86
9-Oct-00,31.86
10-Oct-00,33.18
11-Oct-00,33.25
12-Oct-00,36.06
13-Oct-00,34.99
16-Oct-00,32.92
17-Oct-00,32.99
18-Oct-00,33.48
19-Oct-00,32.91
20-Oct-00,33.75
23-Oct-00,33.76
24-Oct-00,33.37
25-Oct-00,32.96
26-Oct-00,33.71
27-Oct-00,32.74
30-Oct-00,32.81
31-Oct-00,32.7
1-Nov-00,33.25
2-Nov-00,32.54
3-Nov-00,32.71
6-Nov-00,32.86
7-Nov-00,33.4
8-Nov-00,33.24
9-Nov-00,33.92
10-Nov-00,34.02
13-Nov-00,34.47
14-Nov-00,34.87
15-Nov-00,35.58
16-Nov-00,35.12
17-Nov-00,35.45
20-Nov-00,35.22
21-Nov-00,35.16
22-Nov-00,35.4
27-Nov-00,35.38
28-Nov-00,34.22
29-Nov-00,34.63
30-Nov-00,33.82
1-Dec-00,32.02
4-Dec-00,31.22
5-Dec-00,29.53
6-Dec-00,29.85
7-Dec-00,29.35
8-Dec-00,28.44
11-Dec-00,29.5
12-Dec-00,29.68
13-Dec-00,28.74
14-Dec-00,27.99
15-Dec-00,28.87
18-Dec-00,29.76
19-Dec-00,29.33
20-Dec-00,25.77
21-Dec-00,25.98
22-Dec-00,26.18
26-Dec-00,26.64
27-Dec-00,26.47
28-Dec-00,25.85
29-Dec-00,26.8
2-Jan-01,27.21
3-Jan-01,28
4-Jan-01,28.14
5-Jan-01,27.95
8-Jan-01,27.32
9-Jan-01,27.64
10-Jan-01,29.48
11-Jan-01,29.41
12-Jan-01,30.05
16-Jan-01,30.29
17-Jan-01,29.6
18-Jan-01,30.45
19-Jan-01,32.19
22-Jan-01,32.19
23-Jan-01,29.57
24-Jan-01,29.05
25-Jan-01,29.36
26-Jan-01,29.77
29-Jan-01,29.06
30-Jan-01,29.06
31-Jan-01,28.66
1-Feb-01,29.82
2-Feb-01,31.19
5-Feb-01,30.55
6-Feb-01,30.35
7-Feb-01,31.27
8-Feb-01,31.59
9-Feb-01,31.03
12-Feb-01,30.51
13-Feb-01,30.36
14-Feb-01,29.71
15-Feb-01,28.8
16-Feb-01,29.16
20-Feb-01,28.58
21-Feb-01,28.53
22-Feb-01,28.82
23-Feb-01,29.04
26-Feb-01,28.42
27-Feb-01,28.13
28-Feb-01,27.39
1-Mar-01,27.62
2-Mar-01,27.84
5-Mar-01,28.6
6-Mar-01,28.32
7-Mar-01,29
8-Mar-01,28.39
9-Mar-01,28.01
12-Mar-01,28
13-Mar-01,27.59
14-Mar-01,26.41
15-Mar-01,26.55
16-Mar-01,26.74
19-Mar-01,26.15
20-Mar-01,25.96
21-Mar-01,26.8
22-Mar-01,26.54
23-Mar-01,27.3
26-Mar-01,27.48
27-Mar-01,27.75
28-Mar-01,26.31
29-Mar-01,26.32
30-Mar-01,26.29
2-Apr-01,25.59
3-Apr-01,26.19
4-Apr-01,27.12
5-Apr-01,27.26
6-Apr-01,27.06
9-Apr-01,27.28
10-Apr-01,28.48
11-Apr-01,28.18
12-Apr-01,28.25
16-Apr-01,28.79
17-Apr-01,28.24
18-Apr-01,27.95
19-Apr-01,27.82
20-Apr-01,27.28
23-Apr-01,27.61
24-Apr-01,26.86
25-Apr-01,27.29
26-Apr-01,28.44
27-Apr-01,28.27
30-Apr-01,28.46
1-May-01,28.94
2-May-01,27.8
3-May-01,28.45
4-May-01,28.36
7-May-01,27.77
8-May-01,27.39
9-May-01,28.23
10-May-01,28.52
11-May-01,28.55
14-May-01,28.71
15-May-01,28.98
16-May-01,28.86
17-May-01,28.91
18-May-01,29.91
21-May-01,29.98
22-May-01,29.74
23-May-01,29.58
24-May-01,28.41
25-May-01,28.38
29-May-01,28.66
30-May-01,28.55
31-May-01,28.37
1-Jun-01,27.93
4-Jun-01,28.13
5-Jun-01,28.24
6-Jun-01,27.72
7-Jun-01,27.75
8-Jun-01,28.33
11-Jun-01,29.04
12-Jun-01,29.18
13-Jun-01,28.84
14-Jun-01,29.04
15-Jun-01,28.51
18-Jun-01,27.55
19-Jun-01,27.48
20-Jun-01,26.5
21-Jun-01,26.56
22-Jun-01,26.83
25-Jun-01,27.25
26-Jun-01,26.98
27-Jun-01,25.61
28-Jun-01,25.56
29-Jun-01,26.25
2-Jul-01,25.95
3-Jul-01,26.24
5-Jul-01,27.02
6-Jul-01,28.21
9-Jul-01,27.59
10-Jul-01,27.49
11-Jul-01,27.11
12-Jul-01,26.8
13-Jul-01,26.59
16-Jul-01,26.06
17-Jul-01,25.57
18-Jul-01,24.89
19-Jul-01,24.7
20-Jul-01,25.59
23-Jul-01,26.12
24-Jul-01,26.31
25-Jul-01,26.84
26-Jul-01,26.73
27-Jul-01,27.02
30-Jul-01,26.63
31-Jul-01,26.35
1-Aug-01,26.77
2-Aug-01,27.71
3-Aug-01,27.62
6-Aug-01,27.74
7-Aug-01,27.94
8-Aug-01,27.54
9-Aug-01,27.64
10-Aug-01,28.05
13-Aug-01,27.82
14-Aug-01,28.01
15-Aug-01,27.56
16-Aug-01,27.4
17-Aug-01,26.68
20-Aug-01,27.18
21-Aug-01,27.91
22-Aug-01,26.37
23-Aug-01,26.63
24-Aug-01,26.9
27-Aug-01,26.67
28-Aug-01,27.17
29-Aug-01,27.05
30-Aug-01,26.55
31-Aug-01,27.2
4-Sep-01,26.93
5-Sep-01,26.95
6-Sep-01,27.58
7-Sep-01,28.03
10-Sep-01,27.63
11-Sep-01,27.77
14-Sep-01,29.53
17-Sep-01,28.81
18-Sep-01,27.7
19-Sep-01,26.72
20-Sep-01,26.59
21-Sep-01,25.97
24-Sep-01,22.01
25-Sep-01,21.81
26-Sep-01,22.38
27-Sep-01,22.74
28-Sep-01,23.43
1-Oct-01,23.28
2-Oct-01,22.79
3-Oct-01,22.08
4-Oct-01,22.63
5-Oct-01,22.39
8-Oct-01,22.45
9-Oct-01,22.48
10-Oct-01,22.53
11-Oct-01,23.34
12-Oct-01,22.5
15-Oct-01,22.29
16-Oct-01,22
17-Oct-01,21.81
18-Oct-01,21.31
19-Oct-01,21.83
22-Oct-01,21.76
23-Oct-01,21.85
24-Oct-01,22.33
25-Oct-01,22.01
26-Oct-01,22.03
29-Oct-01,22.15
30-Oct-01,21.87
31-Oct-01,21.18
1-Nov-01,20.39
2-Nov-01,20.18
5-Nov-01,20.02
6-Nov-01,19.92
7-Nov-01,20.09
8-Nov-01,21.17
9-Nov-01,22.22
12-Nov-01,21.23
13-Nov-01,21.67
14-Nov-01,19.74
15-Nov-01,17.45
16-Nov-01,18.03
19-Nov-01,17.72
20-Nov-01,19.15
21-Nov-01,18.96
26-Nov-01,18.69
27-Nov-01,19.48
28-Nov-01,19.22
29-Nov-01,18.62
30-Nov-01,19.44
3-Dec-01,20.09
4-Dec-01,19.65
5-Dec-01,19.49
6-Dec-01,18.54
7-Dec-01,19.04
10-Dec-01,18.37
11-Dec-01,18.08
12-Dec-01,18.36
13-Dec-01,18.12
14-Dec-01,19.23
17-Dec-01,19.22
18-Dec-01,19.36
19-Dec-01,19.8
20-Dec-01,19.28
21-Dec-01,19.62
26-Dec-01,21.27
27-Dec-01,20.9
28-Dec-01,20.41
31-Dec-01,19.84
2-Jan-02,21.01
3-Jan-02,20.37
4-Jan-02,21.62
7-Jan-02,21.48
8-Jan-02,21.25
9-Jan-02,20.18
10-Jan-02,20.38
11-Jan-02,19.68
14-Jan-02,18.89
15-Jan-02,18.9
16-Jan-02,18.86
17-Jan-02,17.97
18-Jan-02,18
22-Jan-02,18.34
23-Jan-02,19.5
24-Jan-02,19.7
25-Jan-02,19.99
28-Jan-02,20.05
29-Jan-02,19.58
30-Jan-02,19.08
31-Jan-02,19.48
1-Feb-02,20.38
4-Feb-02,20.07
5-Feb-02,20.07
6-Feb-02,19.78
7-Feb-02,19.64
8-Feb-02,20.26
11-Feb-02,21.41
12-Feb-02,20.73
13-Feb-02,21.18
14-Feb-02,21.23
15-Feb-02,21.5
19-Feb-02,20.88
20-Feb-02,20.29
21-Feb-02,20.95
22-Feb-02,21.07
25-Feb-02,20.48
26-Feb-02,21.41
27-Feb-02,21.29
28-Feb-02,21.74
1-Mar-02,22.4
4-Mar-02,22.45
5-Mar-02,23.17
6-Mar-02,23.15
7-Mar-02,23.71
8-Mar-02,23.84
11-Mar-02,24.31
12-Mar-02,24.2
13-Mar-02,24.16
14-Mar-02,24.56
15-Mar-02,24.51
18-Mar-02,25.11
19-Mar-02,24.88
20-Mar-02,24.9
21-Mar-02,25.61
22-Mar-02,25.35
25-Mar-02,24.99
26-Mar-02,25.36
27-Mar-02,25.87
28-Mar-02,26.31
1-Apr-02,26.88
2-Apr-02,27.71
3-Apr-02,27.56
4-Apr-02,26.58
5-Apr-02,26.21
8-Apr-02,26.54
9-Apr-02,25.82
10-Apr-02,26.13
11-Apr-02,24.99
12-Apr-02,23.47
15-Apr-02,24.57
16-Apr-02,24.75
17-Apr-02,25.94
18-Apr-02,26.18
19-Apr-02,26.38
22-Apr-02,26.27
23-Apr-02,26.62
24-Apr-02,26.38
25-Apr-02,26.73
26-Apr-02,27.11
29-Apr-02,27.57
30-Apr-02,27.29
1-May-02,26.75
2-May-02,26.24
3-May-02,26.62
6-May-02,26.12
7-May-02,26.63
8-May-02,27.85
9-May-02,27.68
10-May-02,27.99
13-May-02,28.38
14-May-02,29.36
15-May-02,28.15
16-May-02,27.95
17-May-02,28.18
20-May-02,28.33
21-May-02,27.33
22-May-02,26.37
23-May-02,26.15
24-May-02,25.88
28-May-02,25.27
29-May-02,25.76
30-May-02,24.67
31-May-02,25.31
3-Jun-02,25.08
4-Jun-02,25.33
5-Jun-02,24.89
6-Jun-02,24.79
7-Jun-02,24.75
10-Jun-02,24.29
11-Jun-02,24.12
12-Jun-02,24.64
13-Jun-02,25.64
14-Jun-02,25.94
17-Jun-02,26.09
18-Jun-02,25.43
19-Jun-02,25.31
20-Jun-02,25.53
21-Jun-02,25.82
24-Jun-02,26.47
25-Jun-02,26.32
26-Jun-02,26.76
27-Jun-02,26.86
28-Jun-02,26.86
1-Jul-02,26.81
2-Jul-02,26.77
3-Jul-02,26.8
8-Jul-02,26.07
9-Jul-02,26.09
10-Jul-02,26.77
11-Jul-02,26.83
12-Jul-02,27.48
15-Jul-02,27.07
16-Jul-02,27.75
17-Jul-02,27.88
18-Jul-02,27.57
19-Jul-02,27.83
22-Jul-02,26.6
23-Jul-02,26.31
24-Jul-02,26.87
25-Jul-02,26.77
26-Jul-02,26.54
29-Jul-02,26.55
30-Jul-02,27.36
31-Jul-02,27.02
1-Aug-02,26.47
2-Aug-02,26.84
5-Aug-02,26.58
6-Aug-02,27.17
7-Aug-02,26.5
8-Aug-02,26.67
9-Aug-02,26.86
12-Aug-02,27.86
13-Aug-02,27.9
14-Aug-02,28.15
15-Aug-02,29.06
16-Aug-02,29.33
19-Aug-02,29.84
20-Aug-02,30.11
21-Aug-02,29.24
22-Aug-02,28.84
23-Aug-02,28.63
26-Aug-02,29.28
27-Aug-02,28.83
28-Aug-02,28.34
29-Aug-02,28.92
30-Aug-02,28.98
3-Sep-02,27.79
4-Sep-02,28.27
5-Sep-02,28.98
6-Sep-02,29.61
9-Sep-02,29.73
10-Sep-02,29.73
11-Sep-02,29.77
12-Sep-02,28.85
13-Sep-02,29.81
16-Sep-02,29.67
17-Sep-02,29.08
18-Sep-02,29.48
19-Sep-02,29.5
20-Sep-02,29.61
23-Sep-02,30.71
24-Sep-02,30.77
25-Sep-02,30.64
26-Sep-02,30.41
27-Sep-02,30.54
30-Sep-02,30.45
1-Oct-02,30.83
2-Oct-02,30.49
3-Oct-02,29.76
4-Oct-02,29.62
7-Oct-02,29.64
8-Oct-02,29.48
9-Oct-02,29.35
10-Oct-02,28.97
11-Oct-02,29.37
14-Oct-02,30.03
15-Oct-02,29.72
16-Oct-02,29.47
17-Oct-02,29.62
18-Oct-02,29.6
21-Oct-02,28.37
22-Oct-02,27.92
23-Oct-02,28.18
24-Oct-02,28.2
25-Oct-02,27.05
28-Oct-02,27.29
29-Oct-02,26.86
30-Oct-02,26.81
31-Oct-02,27.22
1-Nov-02,27.13
4-Nov-02,26.95
5-Nov-02,26.14
6-Nov-02,25.77
7-Nov-02,25.38
8-Nov-02,25.78
11-Nov-02,25.94
12-Nov-02,25.9
13-Nov-02,25.19
14-Nov-02,25.29
15-Nov-02,25.51
18-Nov-02,26.71
19-Nov-02,26.42
20-Nov-02,26.98
21-Nov-02,26.35
22-Nov-02,26.76
25-Nov-02,26.11
26-Nov-02,26.4
27-Nov-02,26.89
2-Dec-02,27.24
3-Dec-02,27.3
4-Dec-02,26.71
5-Dec-02,27.29
6-Dec-02,26.93
9-Dec-02,27.2
10-Dec-02,27.74
11-Dec-02,27.4
12-Dec-02,28.01
13-Dec-02,28.44
16-Dec-02,30.1
17-Dec-02,30.1
18-Dec-02,30.44
19-Dec-02,30.56
20-Dec-02,30.3
23-Dec-02,31.75
24-Dec-02,31.97
26-Dec-02,32.49
27-Dec-02,32.72
30-Dec-02,31.37
31-Dec-02,31.2
2-Jan-03,31.85
3-Jan-03,33.08
6-Jan-03,32.1
7-Jan-03,31.08
8-Jan-03,30.56
9-Jan-03,31.99
10-Jan-03,31.68
13-Jan-03,32.26
14-Jan-03,32.37
15-Jan-03,33.21
16-Jan-03,33.66
17-Jan-03,33.91
21-Jan-03,34.61
22-Jan-03,32.85
23-Jan-03,32.25
24-Jan-03,33.28
27-Jan-03,32.29
28-Jan-03,32.67
29-Jan-03,33.63
30-Jan-03,33.85
31-Jan-03,33.51
3-Feb-03,32.76
4-Feb-03,33.58
5-Feb-03,33.93
6-Feb-03,34.16
7-Feb-03,35.12
10-Feb-03,34.48
11-Feb-03,35.44
12-Feb-03,35.77
13-Feb-03,36.36
14-Feb-03,36.8
18-Feb-03,36.96
19-Feb-03,37.16
20-Feb-03,36.79
21-Feb-03,35.58
24-Feb-03,36.48
25-Feb-03,36.06
26-Feb-03,37.7
27-Feb-03,37.2
28-Feb-03,36.6
3-Mar-03,35.88
4-Mar-03,36.89
5-Mar-03,36.69
6-Mar-03,37
7-Mar-03,37.78
10-Mar-03,37.27
11-Mar-03,36.72
12-Mar-03,37.83
13-Mar-03,36.01
14-Mar-03,35.38
17-Mar-03,34.93
18-Mar-03,31.67
19-Mar-03,29.88
20-Mar-03,28.61
21-Mar-03,26.91
24-Mar-03,28.66
25-Mar-03,27.97
26-Mar-03,28.63
27-Mar-03,30.37
28-Mar-03,30.16
31-Mar-03,31.04
1-Apr-03,29.78
2-Apr-03,28.56
3-Apr-03,28.97
4-Apr-03,28.62
7-Apr-03,27.96
8-Apr-03,28
9-Apr-03,28.85
10-Apr-03,27.46
11-Apr-03,28.14
14-Apr-03,28.63
15-Apr-03,29.29
16-Apr-03,29.18
17-Apr-03,30.55
21-Apr-03,30.87
22-Apr-03,29.91
23-Apr-03,26.65
24-Apr-03,26.64
25-Apr-03,26.26
28-Apr-03,25.49
29-Apr-03,25.24
30-Apr-03,25.8
1-May-03,26.03
2-May-03,25.67
5-May-03,26.49
6-May-03,25.72
7-May-03,26.23
8-May-03,26.98
9-May-03,27.72
12-May-03,27.35
13-May-03,28.5
14-May-03,29.17
15-May-03,28.74
16-May-03,29.14
19-May-03,28.83
20-May-03,29.28
21-May-03,29.03
22-May-03,28.85
23-May-03,29.16
27-May-03,29.35
28-May-03,28.58
29-May-03,29.1
30-May-03,29.56
2-Jun-03,30.71
3-Jun-03,30.67
4-Jun-03,30.05
5-Jun-03,30.74
6-Jun-03,31.28
9-Jun-03,31.45
10-Jun-03,31.73
11-Jun-03,32.36
12-Jun-03,31.51
13-Jun-03,30.65
16-Jun-03,31.18
17-Jun-03,31.07
18-Jun-03,30.36
19-Jun-03,29.96
20-Jun-03,30.82
23-Jun-03,29.17
24-Jun-03,28.78
25-Jun-03,29.95
26-Jun-03,29.01
27-Jun-03,29.27
30-Jun-03,30.19
1-Jul-03,30.4
2-Jul-03,30.15
3-Jul-03,30.42
7-Jul-03,30.13
8-Jul-03,30.22
9-Jul-03,30.88
10-Jul-03,31.06
11-Jul-03,31.28
14-Jul-03,31.27
15-Jul-03,31.62
16-Jul-03,31.05
17-Jul-03,31.41
18-Jul-03,31.96
21-Jul-03,31.78
22-Jul-03,30.19
23-Jul-03,29.67
24-Jul-03,30.22
25-Jul-03,30.17
28-Jul-03,30.11
29-Jul-03,30.24
30-Jul-03,30.68
31-Jul-03,30.54
1-Aug-03,32.31
4-Aug-03,31.84
5-Aug-03,32.22
6-Aug-03,31.7
7-Aug-03,32.39
8-Aug-03,32.18
11-Aug-03,32.01
12-Aug-03,31.92
13-Aug-03,30.78
14-Aug-03,31.09
15-Aug-03,31.05
18-Aug-03,30.89
19-Aug-03,30.7
20-Aug-03,30.95
21-Aug-03,31.88
22-Aug-03,31.84
25-Aug-03,31.56
26-Aug-03,31.95
27-Aug-03,31.21
28-Aug-03,31.5
29-Aug-03,31.57
2-Sep-03,29.41
3-Sep-03,29.49
4-Sep-03,28.98
5-Sep-03,28.88
8-Sep-03,28.85
9-Sep-03,29.18
10-Sep-03,29.35
11-Sep-03,28.82
12-Sep-03,28.27
15-Sep-03,28.14
16-Sep-03,27.56
17-Sep-03,27.03
18-Sep-03,27.17
19-Sep-03,27.03
22-Sep-03,26.96
23-Sep-03,27.13
24-Sep-03,28.24
25-Sep-03,28.29
26-Sep-03,28.16
29-Sep-03,28.4
30-Sep-03,29.2
1-Oct-03,29.39
2-Oct-03,29.84
3-Oct-03,30.4
6-Oct-03,30.47
7-Oct-03,30.41
8-Oct-03,29.81
9-Oct-03,31.01
10-Oct-03,31.97
13-Oct-03,31.95
14-Oct-03,31.82
15-Oct-03,31.77
16-Oct-03,31.54
17-Oct-03,30.68
20-Oct-03,30.35
21-Oct-03,30.18
22-Oct-03,29.92
23-Oct-03,30.3
24-Oct-03,30.16
27-Oct-03,29.92
28-Oct-03,29.56
29-Oct-03,28.91
30-Oct-03,28.47
31-Oct-03,29.11
3-Nov-03,28.9
4-Nov-03,28.75
5-Nov-03,30.3
6-Nov-03,30.26
7-Nov-03,30.85
10-Nov-03,30.88
11-Nov-03,31.15
12-Nov-03,31.33
13-Nov-03,31.9
14-Nov-03,32.37
17-Nov-03,31.73
18-Nov-03,33.28
19-Nov-03,32.92
20-Nov-03,32.86
21-Nov-03,31.61
24-Nov-03,29.74
25-Nov-03,29.77
26-Nov-03,30.41
1-Dec-03,29.95
2-Dec-03,30.78
3-Dec-03,31.1
4-Dec-03,31.26
5-Dec-03,30.73
8-Dec-03,32.1
9-Dec-03,31.76
10-Dec-03,31.88
11-Dec-03,31.85
12-Dec-03,33.04
15-Dec-03,33.18
16-Dec-03,32.89
17-Dec-03,33.35
18-Dec-03,33.71
19-Dec-03,33.02
22-Dec-03,31.87
23-Dec-03,31.95
24-Dec-03,32.86
29-Dec-03,32.4
30-Dec-03,32.79
31-Dec-03,32.52
5-Jan-04,33.78
6-Jan-04,33.7
7-Jan-04,33.62
8-Jan-04,33.98
9-Jan-04,34.31
12-Jan-04,34.72
13-Jan-04,34.43
14-Jan-04,34.5
15-Jan-04,33.44
16-Jan-04,35.07
20-Jan-04,36.2
21-Jan-04,34.58
22-Jan-04,34.93
23-Jan-04,34.94
26-Jan-04,34.47
27-Jan-04,34.12
28-Jan-04,33.62
29-Jan-04,32.81
30-Jan-04,33.05
2-Feb-04,34.98
3-Feb-04,34.1
4-Feb-04,33.1
5-Feb-04,33.08
6-Feb-04,32.48
9-Feb-04,32.83
10-Feb-04,33.87
11-Feb-04,34
12-Feb-04,33.98
13-Feb-04,34.56
17-Feb-04,35.19
18-Feb-04,35.45
19-Feb-04,36
20-Feb-04,35.6
23-Feb-04,34.35
24-Feb-04,34.58
25-Feb-04,35.68
26-Feb-04,35.51
27-Feb-04,36.16
1-Mar-04,36.86
2-Mar-04,36.66
3-Mar-04,35.8
4-Mar-04,36.64
5-Mar-04,37.26
8-Mar-04,36.57
9-Mar-04,36.28
10-Mar-04,36.1
11-Mar-04,36.78
12-Mar-04,36.19
15-Mar-04,37.44
16-Mar-04,37.48
17-Mar-04,38.18
18-Mar-04,37.93
19-Mar-04,38.08
22-Mar-04,37.11
23-Mar-04,37.45
24-Mar-04,37.01
25-Mar-04,35.51
26-Mar-04,35.73
29-Mar-04,35.45
30-Mar-04,36.25
31-Mar-04,35.76
1-Apr-04,34.27
2-Apr-04,34.39
5-Apr-04,34.38
6-Apr-04,34.97
7-Apr-04,36.15
8-Apr-04,37.14
12-Apr-04,37.84
13-Apr-04,37.21
14-Apr-04,36.72
15-Apr-04,37.57
16-Apr-04,37.74
19-Apr-04,37.42
20-Apr-04,37.6
21-Apr-04,35.73
22-Apr-04,36.71
23-Apr-04,36.46
26-Apr-04,36.97
27-Apr-04,37.53
28-Apr-04,37.46
29-Apr-04,37.31
30-Apr-04,37.38
3-May-04,38.21
4-May-04,38.98
5-May-04,39.57
6-May-04,39.37
7-May-04,39.93
10-May-04,38.93
11-May-04,40.06
12-May-04,40.77
13-May-04,41.08
14-May-04,41.38
17-May-04,41.55
18-May-04,40.54
19-May-04,41.5
20-May-04,40.92
21-May-04,39.93
24-May-04,41.72
25-May-04,41.14
26-May-04,40.7
27-May-04,39.44
28-May-04,39.88
1-Jun-04,42.33
2-Jun-04,39.96
3-Jun-04,39.28
4-Jun-04,38.49
7-Jun-04,38.66
8-Jun-04,37.28
9-Jun-04,37.54
10-Jun-04,38.45
14-Jun-04,37.59
15-Jun-04,37.19
16-Jun-04,37.32
17-Jun-04,38.46
18-Jun-04,38.75
21-Jun-04,37.63
22-Jun-04,38.11
23-Jun-04,37.57
24-Jun-04,37.93
25-Jun-04,37.55
28-Jun-04,36.24
29-Jun-04,35.66
30-Jun-04,37.05
1-Jul-04,38.74
2-Jul-04,38.39
6-Jul-04,39.65
7-Jul-04,39.08
8-Jul-04,40.33
9-Jul-04,39.96
12-Jul-04,39.5
13-Jul-04,39.44
14-Jul-04,40.97
15-Jul-04,40.77
16-Jul-04,41.25
19-Jul-04,41.64
20-Jul-04,40.86
21-Jul-04,40.58
22-Jul-04,41.36
23-Jul-04,41.71
26-Jul-04,41.44
27-Jul-04,41.84
28-Jul-04,42.9
29-Jul-04,42.75
30-Jul-04,43.8
2-Aug-04,43.82
3-Aug-04,44.15
4-Aug-04,42.83
5-Aug-04,44.41
6-Aug-04,43.95
9-Aug-04,44.84
10-Aug-04,44.52
11-Aug-04,44.8
12-Aug-04,45.5
13-Aug-04,46.58
16-Aug-04,46.05
17-Aug-04,46.75
18-Aug-04,47.27
19-Aug-04,48.7
20-Aug-04,47.86
23-Aug-04,46.05
24-Aug-04,45.21
25-Aug-04,43.47
26-Aug-04,43.1
27-Aug-04,43.18
30-Aug-04,42.28
31-Aug-04,42.12
1-Sep-04,44
2-Sep-04,44.06
3-Sep-04,43.99
7-Sep-04,43.31
8-Sep-04,42.77
9-Sep-04,44.61
10-Sep-04,42.81
13-Sep-04,43.87
14-Sep-04,44.39
15-Sep-04,43.58
16-Sep-04,43.88
17-Sep-04,45.59
20-Sep-04,46.35
21-Sep-04,47.1
22-Sep-04,48.35
23-Sep-04,48.46
24-Sep-04,48.88
27-Sep-04,49.64
28-Sep-04,49.9
29-Sep-04,49.51
30-Sep-04,49.64
1-Oct-04,50.12
4-Oct-04,49.91
5-Oct-04,51.09
6-Oct-04,52.02
7-Oct-04,52.67
8-Oct-04,53.31
11-Oct-04,53.64
12-Oct-04,52.51
13-Oct-04,53.64
14-Oct-04,54.76
15-Oct-04,54.93
18-Oct-04,53.67
19-Oct-04,53.29
20-Oct-04,54.92
21-Oct-04,54.47
22-Oct-04,55.17
25-Oct-04,54.54
26-Oct-04,55.17
27-Oct-04,52.46
28-Oct-04,50.92
29-Oct-04,51.76
1-Nov-04,50.13
2-Nov-04,49.62
3-Nov-04,50.88
4-Nov-04,48.82
5-Nov-04,49.61
8-Nov-04,49.09
9-Nov-04,47.37
10-Nov-04,48.86
11-Nov-04,47.42
12-Nov-04,47.32
15-Nov-04,46.87
16-Nov-04,46.11
17-Nov-04,46.84
18-Nov-04,46.22
19-Nov-04,48.44
22-Nov-04,48.64
23-Nov-04,48.94
24-Nov-04,49.44
29-Nov-04,49.76
30-Nov-04,49.13
1-Dec-04,45.49
2-Dec-04,43.25
3-Dec-04,42.54
6-Dec-04,42.98
7-Dec-04,41.46
8-Dec-04,41.94
9-Dec-04,42.53
10-Dec-04,40.71
13-Dec-04,41.01
14-Dec-04,41.82
15-Dec-04,44.19
16-Dec-04,44.18
17-Dec-04,46.28
20-Dec-04,45.64
21-Dec-04,45.76
22-Dec-04,44.24
23-Dec-04,44.18
27-Dec-04,41.32
28-Dec-04,41.77
29-Dec-04,43.64
30-Dec-04,43.45
3-Jan-05,42.12
4-Jan-05,43.91
5-Jan-05,43.39
6-Jan-05,45.56
7-Jan-05,45.43
10-Jan-05,45.33
11-Jan-05,45.68
12-Jan-05,46.37
13-Jan-05,48.04
14-Jan-05,48.38
18-Jan-05,48.38
19-Jan-05,47.55
20-Jan-05,46.91
21-Jan-05,48.53
24-Jan-05,48.81
25-Jan-05,49.64
26-Jan-05,48.78
27-Jan-05,48.84
28-Jan-05,47.18
31-Jan-05,48.2
1-Feb-05,47.12
2-Feb-05,46.69
3-Feb-05,46.45
4-Feb-05,46.48
7-Feb-05,45.28
8-Feb-05,45.4
9-Feb-05,45.46
10-Feb-05,47.1
11-Feb-05,47.16
14-Feb-05,47.44
15-Feb-05,47.26
16-Feb-05,48.33
17-Feb-05,47.54
18-Feb-05,48.35
22-Feb-05,51.15
23-Feb-05,51.17
24-Feb-05,51.39
25-Feb-05,51.49
28-Feb-05,51.75
1-Mar-05,51.68
2-Mar-05,53.05
3-Mar-05,53.57
4-Mar-05,53.78
7-Mar-05,53.89
8-Mar-05,54.59
9-Mar-05,54.77
10-Mar-05,53.54
11-Mar-05,54.43
14-Mar-05,54.95
15-Mar-05,55.05
16-Mar-05,56.46
17-Mar-05,56.4
18-Mar-05,56.72
21-Mar-05,56.62
22-Mar-05,56.03
23-Mar-05,53.81
24-Mar-05,54.84
28-Mar-05,54.05
29-Mar-05,54.23
30-Mar-05,53.99
31-Mar-05,55.4
1-Apr-05,57.27
4-Apr-05,57.01
5-Apr-05,56.04
